"accessno","bibliogra"
"0000008981","Zaide, Sonia M. The Philippines : a unique nation. 2nd ed. Quezon City : All Nations Pub. Co., c1999."
"0000008982","Zelazny, Roger. Jack of shadows. New York : Walker and Company, c1971."
"0000008983","Zimmerman, Jerold L. Accounting for decision making and control. Chicago : IRWIN, c1997."
"0000008984","Zulueta, Francisco M. The Humanities. Mandaluyong City : National Book Store, c1994."
"0000008985","Kousoulas, Claudia D. Contemporary architecture of Washington, D.C.. New York : John Wiley & Sons, c1994."
"0000008986",". Business ethics. New Delhi : Sterling Publishers, c1999."
"0000008987","Ceserani, Victor. Practical cookery. London : Hodder & Stoughton, c2000."
"0000008988","Torres, Amaryllis T. Mga Ina ng Bayan : life stories of Filipino and Japanese women community leaders. Manila : Milflores Publishing, Inc., c2002."
"0000008989","Calmorin, Laurentina Paler. Methods of research and thesis writing. Manila : Rex Book Store, c1995."
"0000008990","Patron, Ida Yap. English plus- a communication approach (textbook-workbook) for first year College students. Quezon City : Great Books Trading, c1999."
"0000008991","Macionis, John J. Sociology. 8th ed. Singapore : Prentice-Hall, c2002."
"0000008992","Eugenio, Damiana L. Philippine folk literature. Quezon City : University of the Philippines, c2001."
"0000008993","Lopez, Mellie Leandicho. A study of Philippine games. 2nd ed. Quezon City : University of the Philippines, c2001."
"0000008994","Verdever, Rudolph F. The challenge of effective speaking. Belmont, California : Wadsworth Publishing Company, c1997."
"0000008995","Navarro, Rosita L. [et al.] An introduction to the study of social philosophy. Quezon City : Katha Publishing Co., Inc., c2001."
"0000008996","Villamin, Araceli M. Gateways and skyways to developmental reading. Quezon City : Katha Publishing Co., c2001."
"0000008997","Copleston, Frederick. A history fo philosophy vol.2 : medieval philosophy. New York : Image Books, c1962."
"0000008998","Kennedy, James [et al.]. Essentials of Anatomy and Physiology. St. Louis : Mosby Year Book, c1991."
"0000008999","Videbeck, Shiela L. Psychiatric Mental Health Nursing. Philadelphia : Lippincott Williams and Wilkins, c2001."
"0000009000","Mistovich,joseph [et al.]. Prehospital Emergency Care. 6th ed. New Jersey : Brady- Prentice Hall, c2000."
"0000009001","Cohen, Barbara Janson [et al.]. Member's Structure & Function of the Human Body. 7th ed. Philadelphia : Lippincott Williams and Wilkins, c2000."
"0000009002","Chang, Raymond. Chemistry. 7th ed. Boston : McGraw-Hill, c2002."
"0000009003","Tsaacs, Ann. Mental Health and Psychiatric Nursing. Philadelphia : Lippincott Williams and Wilkins, c2000."
"0000009004",". Asian Cooking: Cuisines of the Orient. London : Colour Library Direct., c1997."
"0000009005","De Guzman, Virginia Roces [et al.]. The Philippine Cookbook. Makati City : Bookmark, c2000."
"0000009006","Hawkins, Kathryn. Healthy Drinks. Philadelphia : Courage Books, c1998."
"0000009007","Bardi, James A. Hotel Front Office Management. 3rd ed. New Jersey : John Wiley & Sons, c2003."
"0000009008","Clements, Carole. Best ever baking: over 200 irresistible recipes for cakes, pies, muffins, tarts, buns, breads and cookies. London : Anness Publishing, c2001."
"0000009009","Atkinson, Catherine. Best ever pastry cookbook: over 135 fantastic recipes for pies, pastries, tarts and flans. London : Anness Publishing, c2002."
"0000009010","Baraban, Regina S. [et al.] Successful Restaurant Design. 2nd ed. Canada : John Wiley and Sons, c2000."
"0000009011","Mcvety, Paul J. [et al.] Fundamentals of Menu Planning. New York : John Wiley & Sons, c2001."
"0000009012","Landy, Joseph V. Letter to a Young Teacher: The Art of Being Interesting. Manila : Tahanan Books, c1998."
"0000009013","Carr, Judy F. [et al.] Succeeding with Standards: Linking Curriculum, Assessment, and Action Planning. Alexandria, Virginia : Assoc. for Supervision & Curr. Devt., c2001."
"0000009014","Edwards, Linda Carol. The creative arts : a process approach for teachers and children. Columbus, Ohio : Merrill Prentice Hall, c2002."
"0000009015","Gabler, Ina Claire. Constructivist methods for the secondary classroom : engaged minds. Boston : Allyn and Bacon, c2003."
"0000009016","Strong, Richard W. [et al.] Teaching what matter most : standards and strategies for raising student achievement. Alexandria, Virginia : Assoc. for Supervision & Curr. Devt., c2001."
"0000009017","Wald, Penelope J. [et al.] Educators as Learners: Creating a professional learning community in your school. Alexandria, Virginia : Assoc. for Supevision & Curr.Devt., c2000."
"0000009018","Gorospe, Vitaliano R. Forming the Filipino Social Conscience: Social Theology from a Filipino Christian perspective. 2nd ed. Makati City : Bookmark, Inc., c1997."
"0000009019","Marzano, Robert J. [et al.] Classroom instruction that works: research-based strategies for increasing student achievement. Alexandria, Virginia : Assoc. for Supervision & Curr. Devt., c2001."
"0000009020","Silver, Harvey F. [et al.] So each may learn: integrating learning styles and multiple intelligences. Alexandria, Virginia : Assoc. for Supervision & Curr. Devt., c2000."
"0000009021","Hopper, Carolyn H. Practicing college learning strategies. 3rd ed. Boston : Houghton Miffin Co., c2004."
"0000009022","Spreyer, Leon. Teaching is an art: an A-Z handbook for successful teaching in middle schools and high schools. Thousand Daks, California : Corwin Press, Inc., c2002."
"0000009023","Tomlinson, Carol Ann. The parallel curriculum:a design to develop high potential and challenge high ability learners. Thousand Oaks, California : Corwin Press Inc., c2001."
"0000009024","Wandberg, Robert [et al.]. Teaching to the standards of effective practice: a workbook to prepare & guide a successful teaching exp.. Boston : Allyn & Bacon, c2003."
"0000009025","Almario, Dir. Ani Rosa S.. Atlas of the Philippines. 2nd ed. Pasig City : Anvil Publishing, c2001."
"0000009026","Bhatia, A.k. Tourism management and marketing: the business of travel agency operations. New Delhi : Sterling Publishers, c1997."
"0000009027","Brown, Graham [et al.]. The Waiter's Handbook. 2nd ed. [s.n.] : Hospitality Press, c2000."
"0000009028","Gray, William S. [et al.] Hotel and motel management and operations. 4th ed. New Jersey : Prentice Hall, c2001."
"0000009032","Barbeque : barbeque recipes for the adventurous cook. London : Quantum Books, c1998."
"0000009033","Gudmundsen, Lynn. Math for life and food service. Upper Saddle River, New Jersey : Prentice Hall, c2002."
"0000009034","Goldblatt, Joe Jeff. Special events: twenty first century global event management. 3rd ed. New York : John Wiley and Sons, c2002."
"0000009035","Goeldner, Charles R. [et al.] Tourism: Principles, practices, philosophies. 9th Ed. ed. New Jersey : John Wiley and Sons, c2002."
"0000009036","Gisslen, Wayne. Professional cooking. New York : John Wiley and Sons, c2001."
"0000009037","Gisslen, Wayne. Professional Baking. 3rd ed. New York : John Wiley and Sons, c2001."
"0000009038","Haris, Sarah [et al.]. Indian vegetarian cooking: Indian recipes for the adventurous cook. London : Quantum Books, c1998."
"0000009039","Harris, Sarah. Irish: Irish recipes for the adventurous cook. London : Quantum Books,Ltd., c1998."
"0000009040","Ive, Josephine. Achieving excellence in guest service. Melbourne : Hospitality Press, c2000."
"0000009041","Jagels, Martin [et al.]. Hospitality management accounting. 8th ed. New Jersey : John Wiley and Sons, c2004."
"0000009042","Jelicich, Jason. The modern bartender. [s.n.] : Hospitality Press, c2001."
"0000009043","Kandampully, Jay. Services management: the new paradigm in hospitality. [s.n.] : Hospitality Press, c2002."
"0000009044","Katsigris, Costas [et al.]. The bar and beverage book. 3rd ed. New York : John Wiley and Sons, c2003."
"0000009045","Kivela, Jaksa Jack. Menu planning for the hospitality industry. Melbourne : Hospitality Press, c1994."
"0000009050","Labensky, Sarah R. [et al.] On cooking: techniques from expert chefs. 3rd ed. New Jersey : Prentice Hall, c2003."
"0000009051","Labensky, Sarah R. [et al.] On cooking: a textbook of culinary fundamentals. 3rd ed. New Jersey : Prentice Hall, c2003."
"0000009052","Lillicrap, Dennis [et al.]. Food and beverage service. 6th ed. London : Hodder and Stoughton, c2002."
"0000009053","Lundberg, Donald. The hotel and restaurant business. 6th ed. New York : John Wiley and Sons, c1993."
"0000009054","Magris, Marzia [et al.]. An introduction to food and beverage studies. New ed. [s.n.] : Hospitality Press, c1995."
"0000009055","Marvin, Bill. Restaurant basics: why guests don't come back... and what you can do about it. New York : John Wiley and Sons, c1991."
"0000009056","Meyer, Sylvia [et al.]. Professional table service. New York : John Wiley and Sons, c1991."
"0000009057","Miller, Jack E. [et al.] Food and beverage cost control. 2nd ed. New York : John Wiley and Sons, c2001."
"0000009058","Miller, Jack E. [et al.] Menu pricing and strategy. 4th ed. New York : John Wiley and Sons, c1996."
"0000009059","Morrison, Paul Alexander [et al.]. Cost management for profitable food and beverage operations. 2nd ed. Melbourne : Hospitality Press, c1998."
"0000009060","Mullins, Laurie J. Hospitality management and organizational behaviour. England : Longman, c2001."
"0000009061","O'shannessy, Vivienne [et al.]. Accommodation services. [s.n.] : Prentice Hall, c2001."
"0000009063","Page, Stephen J. [et al.] Managing urban tourism. Harlow, England : Prentice Hall, c2003."
"0000009064","Powers, Thomas F. Introduction to management in the hospitality industry. 7th ed. New York : John Wiley and Sons, c2002."
"0000009065","Powers, Thomas F. Intorduction to the hospitality industry. 5th ed. New York : John Wiley and Sons, c2001."
"0000009067","Rande, Wallace [et al.]. The beverage service world. Upper Saddle River, New Jersey : Prentice Hall, c2001."
"0000009068","Regan, Mardee Haidin. The bartender's best friend : a complete guide to cocktail, martinis and mixed drinks. Hoboken, New Jersey : John Wiley & Sons, c2003."
"0000009069","Culinary Institutes Of America. Remarkable service : a guide to winning and keeping customer's for servers, managers, and restaurant owners. New York : John Wiley & Sons, c2000."
"0000009070","Seaberg, Albin G. Menu design- merchandising and marketing. 4th ed. New York : John Wiley and Sons, c1991."
"0000009071","Seaberg, Albin G. Menu design- merchandising and marketing. 4th ed. New York : John Wiley and Sons, c1991."
"0000009072","Steabben, Russell [et al.]. The Australian bartender's guide to cocktails. 4th ed. Melbourne : Hospitality Press, c2001."
"0000009073",". Thai: Thai recipes for the adventurous cook. London : Quantum Books, c1998."
"0000009074","Harris, Sarah. Tuscany and the surrounding regions: Tuscan recipes for the adventurous cook. London : Quantum Books, c1998."
"0000009075","Stenzel, Catherine [et al.]. Essentials of cost management. New Jersey : John Wiley and Sons, c2003."
"0000009076",". Advanced practice nursing with older adults. New York : McGraw-Hill, c2001."
"0000009077","Altman, Gaylene. Delman's fundamental and advanced nursing skills book. New York : Delmar, c1999."
"0000009078","Andrews, Margaret M. [et al.] Transcultural concepts in nursing care. 4th ed. Philadelphia : Lippincott Williams and Wilkins, c2003."
"0000009079",". Annual Editions: Human Sexuality. Guilford : The Dushkin Publishing Group, Inc., c1993."
"0000009080","Apps, D.k. Biochemistry: a concise text for medical students. London : Bailliere Tindall, c1992."
"0000009081",
"0000009082",". Basic concepts in nursing 100. Manila : Educational Publishing House, c2002."
"0000009083","Bellah, Karil. Clinical health issue handbook. 2nd ed. Belmont, California : Wadsworth, c1997."
"0000009084",". Bioethics, justice and health care. [s.n.] : Wadsworth Thomson Learning, c2000."
"0000009085","Brannon, Linda. Study guide for health psychology: an intorduction to behavior and health. 4th ed. [s.n.] : Wadsworth, c2000."
"0000009086","Broyles, Bonita E. Nursing care of children: principles and practice. Philadelphia : W.B. Saunders Co., c1997."
"0000009087","Brink, Pamela J. Basics steps in planning nursing research: from question to proposal. 4th ed. London : Jones and Bartlett Publishers Intl., c1994."
"0000009088","Brown, Judith E. Nutrition through the life cycle. [s.n.] : Wadsworth, c2002."
"0000009089","Brown,nancy J. Rn. LPN/LVN student nurse handbook. New Jersey : Prentice Hall, c2003."
"0000009090","Bullock, Barbara L. Pathophysiology: adaptations and alterations in function. 4th ed. Philadelphia : Lippincott-Raven Publishers, c1996."
"0000009091",". West and Wood's introduction to food service. 9th ed. New Jersey : Prentice Hall, c2001."
"0000009092","Burton, Gwendolyn R.w. Microbiology for the health sciences. 5th ed. Newe York : Lippincott, c1995."
"0000009093",
"0000009094","Burke, Shirley R. Human anatomy and physiology in health and disease. 3rd ed. Albany, N.y. : Delmar, c1992."
"0000009095","Burkhardt, Margaret A. Ethics and issues in contemporary nursing. 2nd ed. [s.n.] : Delmar, c2001."
"0000009096","Burton, Gwendolyn R.w. Microbiology for the health sciences. 5th ed. New York : Lippincott, c1995."
"0000009097","Butler, J. Thomas. Principles of health education and health promotion. 3rd ed. [s.n.] : Wadsworth Thomson Learning, c2000."
"0000009098","Cacamindin, Eden E. Psychiatric nursing (student guide). 1st ed. Manila : Educ'l Publishing House, c2002."
